age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,target,workclass_Imputed,occupation_Imputed
25.0, Self-emp-not-inc,9.0, Separated, Craft-repair, Own-child, White, Male,35.0, United-States,0, Self-emp-not-inc, Craft-repair
55.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1, Private, Sales
19.0, Private,7.0, Never-married, Handlers-cleaners, Own-child, White, Male,25.0, United-States,0, Private, Handlers-cleaners
51.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,1, Private, Sales
44.0, Private,7.0, Never-married, Machine-op-inspct, Unmarried, Black, Female,40.0, United-States,0, Private, Machine-op-inspct
36.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Private, Exec-managerial
69.0, Self-emp-inc,9.0, Married-civ-spouse, Other-service, Husband, White, Male,40.0, United-States,1, Self-emp-inc, Other-service
29.0, Private,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,16.0, United-States,0, Private, Handlers-cleaners
43.0, Private,6.0, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40.0, United-States,1, Private, Machine-op-inspct
51.0, State-gov,13.0, Widowed, Adm-clerical, Not-in-family, White, Male,40.0, United-States,0, State-gov, Adm-clerical
36.0, Private,12.0, Never-married, Transport-moving, Not-in-family, White, Male,55.0, Iran,0, Private, Transport-moving
28.0, Private,9.0, Never-married, Machine-op-inspct, Own-child, White, Female,40.0, United-States,0, Private, Machine-op-inspct
33.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,58.0, United-States,0, Private, Craft-repair
36.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,50.0, United-States,0, Private, Other-service
27.0, Private,11.0, Married-civ-spouse, Sales, Husband, White, Male,45.0, United-States,0, Private, Sales
26.0, Private,10.0, Never-married, Adm-clerical, Not-in-family, White, Female,20.0, United-States,0, Private, Adm-clerical
19.0, Private,10.0, Never-married, Sales, Own-child, White, Female,20.0, United-States,0, Private, Sales
75.0, Private,11.0, Widowed, Adm-clerical, Not-in-family, White, Female,20.0, Columbia,0, Private, Adm-clerical
52.0, Federal-gov,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Federal-gov, Prof-specialty
63.0, Private,4.0, Married-civ-spouse, Transport-moving, Husband, White, Male,60.0, United-States,1, Private, Transport-moving
25.0, Private,13.0, Never-married, Tech-support, Not-in-family, White, Male,40.0, United-States,0, Private, Tech-support
43.0, Private,13.0, Divorced, Adm-clerical, Not-in-family, White, Female,40.0, United-States,0, Private, Adm-clerical
19.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
36.0, Private,3.0, Married-spouse-absent, Craft-repair, Other-relative, White, Male,40.0, Mexico,0, Private, Craft-repair
50.0, Self-emp-inc,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99.0, United-States,1, Self-emp-inc, Exec-managerial
46.0, Private,10.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,40.0, United-States,0, Private, Adm-clerical
31.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Female,40.0, United-States,0, Private, Craft-repair
43.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
20.0, Private,10.0, Never-married, Craft-repair, Own-child, White, Female,35.0, United-States,0, Private, Craft-repair
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,40.0, United-States,0, Private, Other-service
37.0, Private,7.0, Never-married, Transport-moving, Not-in-family, White, Male,60.0, United-States,1, Private, Transport-moving
19.0, Private,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,50.0, United-States,0, Private, Handlers-cleaners
50.0, Private,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,0, Private, Handlers-cleaners
37.0, Private,7.0, Married-civ-spouse, Transport-moving, Husband, White, Male,40.0, United-States,0, Private, Transport-moving
19.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
22.0, Private,10.0, Never-married, Other-service, Not-in-family, White, Female,30.0, United-States,0, Private, Other-service
54.0, Self-emp-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,1, Self-emp-inc, Exec-managerial
56.0, Self-emp-not-inc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,60.0, United-States,0, Self-emp-not-inc, Exec-managerial
55.0, Private,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,40.0, United-States,1, Private, Prof-specialty
50.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,1, Private, Exec-managerial
44.0, Private,16.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40.0, Japan,1, Private, Exec-managerial
37.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
35.0, Private,14.0, Never-married, Prof-specialty, Not-in-family, White, Male,45.0, United-States,1, Private, Prof-specialty
26.0, Private,9.0, Never-married, Craft-repair, Unmarried, Black, Female,40.0, United-States,0, Private, Craft-repair
25.0, Private,9.0, Never-married, Exec-managerial, Other-relative, White, Male,40.0, United-States,0, Private, Exec-managerial
25.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
28.0, Private,6.0, Divorced, Craft-repair, Not-in-family, White, Male,50.0, United-States,0, Private, Craft-repair
66.0, Private,9.0, Widowed, Adm-clerical, Not-in-family, White, Female,13.0, United-States,0, Private, Adm-clerical
35.0, Private,12.0, Divorced, Other-service, Unmarried, White, Female,50.0, United-States,0, Private, Other-service
22.0, Private,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,40.0, United-States,0, Private, Handlers-cleaners
36.0, Private,3.0, Separated, Priv-house-serv, Unmarried, Other, Female,35.0, Mexico,0, Private, Priv-house-serv
51.0, Private,9.0, Divorced, Craft-repair, Own-child, Black, Male,40.0, United-States,0, Private, Craft-repair
53.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1, Private, Exec-managerial
44.0, Private,9.0, Divorced, Transport-moving, Unmarried, White, Male,50.0, United-States,0, Private, Transport-moving
41.0, Private,9.0, Divorced, Transport-moving, Not-in-family, White, Male,40.0, United-States,0, Private, Transport-moving
35.0, Private,13.0, Married-civ-spouse, Sales, Husband, White, Male,60.0, United-States,1, Private, Sales
43.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
41.0, Local-gov,9.0, Separated, Transport-moving, Own-child, White, Male,40.0, United-States,0, Local-gov, Transport-moving
18.0, Private,7.0, Never-married, Other-service, Own-child, White, Male,20.0, United-States,0, Private, Other-service
42.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,1, Private, Sales
32.0, State-gov,10.0, Never-married, Tech-support, Unmarried, Black, Female,20.0, United-States,0, State-gov, Tech-support
30.0, Private,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, England,0, Private, Craft-repair
58.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,10.0, United-States,1, Self-emp-not-inc, Exec-managerial
39.0, Private,13.0, Divorced, Sales, Unmarried, White, Female,40.0, United-States,0, Private, Sales
24.0, Private,12.0, Married-civ-spouse, Sales, Own-child, White, Female,20.0, United-States,0, Private, Sales
36.0, Federal-gov,10.0, Separated, Adm-clerical, Unmarried, Black, Female,56.0, United-States,0, Federal-gov, Adm-clerical
45.0, Local-gov,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,40.0, United-States,1, Local-gov, Protective-serv
62.0, Private,6.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
58.0, Private,8.0, Married-civ-spouse, Other-service, Wife, White, Female,24.0, United-States,0, Private, Other-service
38.0, Private,12.0, Married-civ-spouse, Craft-repair, Husband, White, Male,45.0, United-States,0, Private, Craft-repair
42.0, Private,10.0, Never-married, Transport-moving, Unmarried, Black, Female,40.0, United-States,0, Private, Transport-moving
35.0, Private,13.0, Divorced, Craft-repair, Unmarried, White, Female,16.0, United-States,0, Private, Craft-repair
50.0, Private,9.0, Married-civ-spouse, Sales, Wife, Black, Female,40.0, United-States,0, Private, Sales
42.0, Private,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,43.0, United-States,0, Private, Transport-moving
30.0, Private,10.0, Divorced, Machine-op-inspct, Not-in-family, White, Male,40.0, United-States,0, Private, Machine-op-inspct
51.0, Self-emp-not-inc,6.0, Widowed, Transport-moving, Other-relative, White, Female,40.0, United-States,0, Self-emp-not-inc, Transport-moving
38.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
40.0, Private,2.0, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female,40.0, Dominican-Republic,0, Private, Machine-op-inspct
42.0, Private,13.0, Married-civ-spouse, Sales, Wife, White, Female,40.0, Puerto-Rico,0, Private, Sales
32.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
32.0, State-gov,16.0, Never-married, Prof-specialty, Not-in-family, White, Female,70.0, United-States,0, State-gov, Prof-specialty
44.0, Private,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,40.0, Germany,0, Private, Adm-clerical
39.0, Federal-gov,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,50.0, United-States,1, Federal-gov, Exec-managerial
32.0, Private,9.0, Married-civ-spouse, Transport-moving, Own-child, White, Male,40.0, United-States,0, Private, Transport-moving
27.0, Private,9.0, Never-married, Craft-repair, Own-child, Black, Male,20.0, United-States,0, Private, Craft-repair
40.0, Private,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,40.0, United-States,1, Private, Exec-managerial
28.0, Federal-gov,6.0, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Female,40.0, United-States,0, Federal-gov, Other-service
28.0, Private,13.0, Never-married, Transport-moving, Not-in-family, White, Male,55.0, United-States,0, Private, Transport-moving
47.0, Self-emp-not-inc,13.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0, Self-emp-not-inc, Sales
36.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,40.0, United-States,0, Private, Craft-repair
48.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0, Private, Exec-managerial
32.0, Private,11.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,42.0, United-States,1, Private, Prof-specialty
44.0, Private,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
32.0, Self-emp-inc,9.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,0, Self-emp-inc, Sales
68.0, Private,10.0, Married-civ-spouse, Sales, Husband, White, Male,55.0, United-States,1, Private, Sales
21.0, Private,8.0, Never-married, Adm-clerical, Other-relative, Black, Male,48.0, United-States,0, Private, Adm-clerical
36.0, Private,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,40.0, United-States,0, Private, Exec-managerial
53.0, Private,9.0, Widowed, Other-service, Unmarried, Black, Female,20.0, United-States,0, Private, Other-service
67.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,20.0, United-States,0, Self-emp-not-inc, Farming-fishing
46.0, Private,12.0, Divorced, Sales, Unmarried, White, Female,38.0, United-States,0, Private, Sales
61.0, Self-emp-not-inc,13.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,20.0, United-States,1, Self-emp-not-inc, Farming-fishing
54.0, Self-emp-not-inc,10.0, Married-civ-spouse, Sales, Husband, White, Male,50.0, United-States,0, Self-emp-not-inc, Sales
44.0, Self-emp-not-inc,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,1, Self-emp-not-inc, Exec-managerial
34.0, Private,9.0, Divorced, Craft-repair, Not-in-family, White, Male,38.0, United-States,0, Private, Craft-repair
61.0, Private,5.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
30.0, Private,9.0, Never-married, Craft-repair, Not-in-family, White, Male,35.0, United-States,0, Private, Craft-repair
43.0, Private,6.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40.0, United-States,0, Private, Handlers-cleaners
23.0, Private,10.0, Separated, Craft-repair, Not-in-family, White, Female,40.0, United-States,0, Private, Craft-repair
43.0, Local-gov,11.0, Never-married, Adm-clerical, Not-in-family, White, Female,35.0, United-States,0, Local-gov, Adm-clerical
62.0, Private,11.0, Divorced, Other-service, Not-in-family, White, Male,40.0, United-States,0, Private, Other-service
50.0, Private,10.0, Divorced, Adm-clerical, Unmarried, Black, Female,40.0, United-States,0, Private, Adm-clerical
41.0, Private,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Male,48.0, United-States,0, Private, Adm-clerical
35.0, Private,13.0, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,40.0, Philippines,1, Private, Adm-clerical
70.0, Private,9.0, Married-civ-spouse, Sales, Husband, White, Male,40.0, United-States,0, Private, Sales
33.0, Private,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,40.0, United-States,0, Private, Craft-repair
46.0, Private,11.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,48.0, United-States,1, Private, Exec-managerial
23.0, Private,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,40.0, United-States,0, Private, Prof-specialty
30.0, Private,9.0, Married-civ-spouse, Other-service, Husband, White, Male,55.0, Germany,0, Private, Other-service
35.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0, Private, Exec-managerial
62.0, Self-emp-not-inc,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,35.0, United-States,0, Self-emp-not-inc, Farming-fishing
54.0, Federal-gov,9.0, Never-married, Adm-clerical, Unmarried, White, Female,20.0, United-States,0, Federal-gov, Adm-clerical
19.0, Private,9.0, Never-married, Craft-repair, Own-child, White, Male,40.0, United-States,0, Private, Craft-repair
21.0, Private,12.0, Never-married, Handlers-cleaners, Own-child, White, Male,15.0, United-States,0, Private, Handlers-cleaners
35.0, Private,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,40.0, United-States,0, Private, Exec-managerial
24.0, Private,10.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,40.0, United-States,0, Private, Prof-specialty
25.0, Private,9.0, Never-married, Adm-clerical, Own-child, White, Female,40.0, United-States,0, Private, Adm-clerical
35.0, Private,7.0, Divorced, Machine-op-inspct, Unmarried, White, Female,40.0, United-States,0, Private, Machine-op-inspct
36.0, Private,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,45.0, United-States,0, Private, Exec-managerial
25.0, State-gov,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,19.0, United-States,0, State-gov, Exec-managerial
44.0, Local-gov,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,35.0, United-States,0, Local-gov, Prof-specialty
